event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max,ground_truth_label,ground_truth_confidence,label_source,label_kind,consensus_status,agreement_ratio,judge_models,n_judges,n_valid_judges,rationale,key_evidence,data_gaps,raw_labels,raw_confidences,silver_original
EVT-00157,NWSS_wa_759_Treatment plant_raw wastewater,2024-06-14,2024-06-14,2024-06-14,1,1.7260610762529014,1.7260610762529014,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows an isolated spike in wastewater concentration with no clinical follow-up data available to confirm a rise in hospitalizations. Additionally, there is no significant environmental perturbation, but the lack of clinical data creates uncertainty. | The event is an isolated spike with no rainfall or flow data. Hospitalization data is missing. There is a variant shift from KP.2 to JN.1, but the clinical significance is unknown.","[""Peak wastewater concentration observed at 22.8883 on 2024-06-14."", ""No significant rainfall or environmental factors reported during the anomaly period."", ""Isolated spike candidate."", ""No rainfall."", ""No flow data."", ""No hospitalization data."", ""Variant shift from KP.2 to JN.1.""]","[""No clinical follow-up data available to assess hospitalization trends."", ""No nearby wastewater sites to compare for regional patterns."", ""Hospitalization data is missing."", ""Flow data is missing.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
EVT-00158,NWSS_wa_759_Treatment plant_raw wastewater,2024-06-26,2024-06-26,2024-06-26,1,1.5182883217148362,1.5182883217148362,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with no rainfall, flow data, or hospitalization data available. There is a variant shift, but no clinical data to support an epidemic. | Isolated spike with no supporting environmental or clinical evidence","[""Isolated spike candidate."", ""No rainfall."", ""No flow data."", ""No hospitalization data."", ""Variant shift from JN.1 to KP.3."", ""Single day peak with z-score of 1.5183"", ""No rainfall or flow data available"", ""No hospitalization data present""]","[""Hospitalization data at the site level."", ""Missing weather data"", ""No hospitalization records"", ""No nearby site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00159,NWSS_wa_759_Treatment plant_raw wastewater,2024-08-14,2024-08-14,2024-08-14,1,1.4165893739175552,1.4165893739175552,,2,sampling,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental or clinical evidence to support an epidemic. The lack of rainfall and clinical follow-up data suggests this is likely an isolated sampling artifact. | The event is an isolated spike with a z-score of 1.4166 and a local change of 11.1229%. There is no rainfall, hydrology data, or hospitalization data available. There are no nearby sites. A variant shift occurred, but the derived assessment does not consider this an epidemic candidate.","[""Peak concentration value of 24.4429 is an isolated spike compared to the pre-mean of 21.978."", ""No rainfall recorded during the anomaly period, indicating no environmental perturbation."", ""Isolated spike candidate is true."", ""No rainfall data."", ""No hospitalization data."", ""No nearby sites."", ""11.1% local concentration change"", ""No rainfall or flow data""]","[""No clinical follow-up data available to assess hospitalization trends."", ""No nearby sites to compare for regional patterns."", ""Hydrology data is missing."", ""Missing hospitalization records"", ""No hydrology data"", ""Incomplete weather information""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.7]",sampling
EVT-00160,NWSS_wa_759_Treatment plant_raw wastewater,2024-10-07,2024-10-07,2024-10-07,1,1.554870742387126,1.554870742387126,,2,sampling,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant environmental or clinical evidence to support an epidemic or environmental cause. The peak value is lower than the pre-mean and post-mean, indicating a potential sampling artifact. | The event is an isolated spike candidate with a local change of -12.9152%. There is no rainfall, flow data, or clinical data available. There are no nearby sites with similar trends.","[""Peak value of 18.4064 is lower than both pre-mean (21.3914) and post-mean (20.7535)."", ""No significant rainfall or environmental perturbation reported during the event."", ""Isolated spike candidate."", ""No rainfall data."", ""No flow data."", ""No clinical data available."", ""No nearby sites with similar trends."", ""Z-score spike of 1.5549 on 2024-10-07""]","[""Lack of clinical follow-up data to assess hospitalization trends."", ""No nearby sites to compare for regional patterns."", ""Clinical data is missing."", ""Flow data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Incomplete weather and hydrology records""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.7]",sampling
EVT-00161,NWSS_wa_759_Treatment plant_raw wastewater,2025-08-08,2025-08-08,2025-08-08,1,1.6875102236292052,1.6875102236292052,,2,uncertain,0.75,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration without any supporting clinical rise or significant environmental perturbation. There is no evidence of rainfall or flow changes during the event. | Isolated wastewater signal with no supporting clinical, environmental, or regional evidence","[""Peak z-score of 1.6875 indicates a notable spike in concentration."", ""No significant rainfall or flow data available during the event period."", ""Z-score spike of 1.6875 is modest"", ""No rainfall or flow anomalies"", ""No hospitalization data available"", ""No nearby site corroboration"", ""No variant shift detected""]","[""Lack of clinical follow-up data to assess hospitalization changes."", ""No nearby sites to compare trends."", ""Missing hospitalization data"", ""No weather/hydrology details"", ""Limited variant tracking information""]","[""sampling"", ""uncertain"", ""sampling""]","[0.8, 0.5, 0.7]",sampling
EVT-00162,NWSS_wi_231_Treatment plant_raw wastewater,2022-02-03,2022-02-03,2022-02-03,1,2.2901767177362804,2.2901767177362804,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical rise in hospitalizations. The hospitalization trend is decreasing, indicating no epidemic activity. | The event is an isolated spike with a z-score of 2.29. There is no rainfall or high flow. Hospital admissions are decreasing during the period. There are no nearby sites to assess regional trends.","[""Peak z-score of 2.2902 indicates an isolated spike."", ""No rainfall or significant flow changes during the event period."", ""Isolated spike candidate with peak z-score of 2.29."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.279)."", ""Hospital admissions are decreasing during the period (trend change -42.5%)."", ""No nearby sites for regional comparison."", ""Peak z-score of 2.2902 indicates a brief, localized signal"", ""No significant rainfall or flow perturbation""]","[""Lack of clinical follow-up data for the specific days surrounding the anomaly."", ""No nearby sites to compare for regional patterns."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00163,NWSS_wi_231_Treatment plant_raw wastewater,2022-03-10,2022-03-10,2022-03-10,1,1.7133810988059883,1.7133810988059883,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a z-score of 1.7134. There is no rainfall or high flow. Hospital admissions are decreasing. There are no nearby sites and no variant shift. | Isolated wastewater signal with no supporting clinical or environmental evidence,"[""Peak z-score is 1.7134."", ""No rainfall was recorded during the event period."", ""Flow percentile is low (max 0.103)."", ""Hospital admissions are decreasing with a trend change of -29.8%."", ""No nearby sites were identified."", ""No variant shift occurred during the event period."", ""Peak z-score of 1.7134 is modest"", ""Hospitalization trend is decreasing (-29.8%)""]","[""Limited weather data"", ""No regional wastewater site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00164,NWSS_wi_231_Treatment plant_raw wastewater,2022-05-18,2022-05-18,2022-05-18,1,2.3046764391374217,2.3046764391374217,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation (0.0mm rainfall, flow below 90th percentile) and no clinical follow-up rise. This supports the classification as a sampling artifact. | The event is an isolated spike with a z-score of 2.3. There is no rainfall or high flow. Hospital admissions are stable. There are no nearby sites showing a similar trend.","[""Peak z-score of 2.3047 indicates an isolated spike."", ""No rainfall or significant environmental changes during the event."", ""Clinical data shows a decline in hospitalizations during the same period."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admission trend is stable."", ""Z-score spike of 2.3047 on 2022-05-18"", ""No significant rainfall (0.0mm)""]","[""Lack of nearby site data for regional context."", ""No detailed clinical follow-up data to assess potential impacts."", ""No nearby site comparisons"", ""Limited weather data"", ""No clear clinical signal""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00165,NWSS_wi_231_Treatment plant_raw wastewater,2022-07-21,2022-07-21,2022-07-21,1,2.129948173074018,2.129948173074018,,2,sampling,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up rise. The hospitalization data indicates a stable trend without a meaningful increase. | The event is an isolated spike with a z-score of 2.13. There is no significant rainfall or high flow. Hospital admissions are stable. There are no nearby sites to assess regional trends.,"[""Peak z-score of 2.1299 indicates an isolated spike."", ""No rainfall or significant environmental changes reported during the anomaly period."", ""Isolated spike candidate with a z-score of 2.13."", ""No significant rainfall (0.0mm) or high flow (64.8th percentile)."", ""Hospital admissions show a stable trend with a 7.2% change."", ""Peak z-score of 2.1299 with single-day duration"", ""No significant rainfall (0.0mm)"", ""Flow percentile near normal (0.648)""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.6, 0.7]",sampling
EVT-00166,NWSS_wi_231_Treatment plant_raw wastewater,2022-08-15,2022-08-15,2022-08-15,1,1.9882484135458005,1.9882484135458005,,3,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation, indicating it is likely a sampling artifact. | The event is an isolated spike with no rainfall or high flow. Hospital admissions are stable to decreasing. There are no nearby sites with similar trends.","[""Peak value of 20.1698 is an isolated spike compared to the pre-mean of 19.0926."", ""No significant rainfall or flow changes were recorded during the event."", ""Isolated spike candidate is true."", ""No significant rainfall."", ""Flow is not high."", ""Hospital admissions are stable to decreasing."", ""Peak z-score of 1.9882 with single-day duration"", ""No significant rainfall (0.0mm)""]","[""Lack of clinical follow-up data to confirm any rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00167,NWSS_wi_231_Treatment plant_raw wastewater,2022-09-19,2022-09-19,2022-09-19,1,1.976698780851041,1.976698780851041,,3,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up rise. The hospitalization data indicates a stable trend with no increase during the anomaly period. | The event is an isolated spike with no rainfall or high flow. Hospital admissions are stable. There are no nearby sites to assess regional trends.,"[""Peak wastewater concentration on 2022-09-19 with a z-score of 1.9767."", ""No rainfall or significant hydrological changes reported during the event."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admission trend is stable."", ""Z-score spike of 1.9767 on 2022-09-19"", ""No significant rainfall (0.0mm)"", ""Flow within normal percentile range (0.303)""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare trends."", ""No nearby sites to assess regional trends."", ""Limited nearby site context"", ""Incomplete weather data""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00168,NWSS_wi_231_Treatment plant_raw wastewater,2022-10-27,2022-10-27,2022-10-27,1,2.17994347459736,2.17994347459736,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The hospitalization data indicates a stable trend, and there is no evidence of significant rainfall or flow changes. | The event is an isolated spike with a z-score of 2.1799. There is no significant rainfall or high flow. Hospital admissions show a stable trend. No nearby sites show a similar trend, and there is no major variant shift.","[""Peak z-score of 2.1799 indicates an isolated spike."", ""No significant rainfall or flow changes during the event period."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admission trend is stable."", ""Z-score peak of 2.1799 on 2022-10-27"", ""No significant rainfall (0.0mm)"", ""Stable hospitalization trend (7-day average from 77.0 to 70.1)""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Limited nearby site comparison"", ""No detailed clinical breakdown""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00169,NWSS_wi_231_Treatment plant_raw wastewater,2022-11-09,2022-11-09,2022-11-09,1,2.2926909214081976,2.2926909214081976,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant clinical follow-up rise or environmental perturbation, indicating it is likely a sampling artifact. | The event is an isolated spike with a z-score of 2.29. There is no rainfall or high flow. Hospital admissions show a decreasing trend. No nearby sites show similar trends, and there is no variant shift.","[""Peak z-score of 2.2927 indicates an isolated spike."", ""No significant rainfall or flow changes during the event."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admissions show a decreasing trend."", ""Peak z-score of 2.2927 with single-day duration"", ""No significant rainfall (0.0mm)"", ""Flow within normal percentile range (0.625)""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""No nearby site comparison available"", ""Limited variant tracking data""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00170,NWSS_wi_231_Treatment plant_raw wastewater,2022-11-19,2022-11-19,2022-11-19,1,1.950504592730296,1.950504592730296,,2,epidemic,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a peak in wastewater concentration but lacks a corresponding rise in clinical follow-up or significant environmental perturbation. The hospitalization trend is stable with no clear increase, leading to uncertainty about the cause of the anomaly. | The wastewater signal shows a small increase, but the hospitalization data is state-level and shows a stable trend with only a 7.3% increase. There is no significant rainfall or high flow. No nearby sites show similar trends, and there is no major variant shift. The clinical change is below the 20% threshold.","[""Peak wastewater concentration on 2022-11-19 with a z-score of 1.9505."", ""Hospitalization data shows a stable trend with no significant rise during the same period."", ""Wastewater signal shows a peak with a z-score of 1.9505."", ""State-level hospitalization data shows a stable trend with a 7.3% increase."", ""No significant rainfall or high flow is present."", ""No nearby sites show similar trends."", ""No major variant shift is occurring.""]","[""No clinical follow-up rise observed."", ""No nearby sites to compare for regional patterns."", ""Hospitalization data is only available at the state level, not the site level."", ""No variant data available at the site level.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
EVT-00171,NWSS_wi_231_Treatment plant_raw wastewater,2023-04-17,2023-04-17,2023-04-17,1,2.168288780922357,2.168288780922357,,2,environmental,0.775,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event occurred during a period of high flow (discharge percentile > 90th percentile for three days). There was no rainfall. Hospital admissions decreased during the period. | High flow event with water discharge percentiles consistently above 0.94, indicating significant hydrological disturbance","[""High flow conditions (discharge percentile > 90th percentile) for three days."", ""No rainfall during the event period."", ""Hospital admissions decreased by 30% during the event period."", ""Daily discharge percentiles range from 0.94 to 0.95"", ""High flow risk events noted on all three days (2023-04-15 to 2023-04-17)"", ""No significant rainfall or clinical rise observed""]","[""Missing temperature data"", ""No nearby site comparisons available""]","[""uncertain"", ""environmental"", ""environmental""]","[0.5, 0.7, 0.85]",environmental
EVT-00172,NWSS_wi_231_Treatment plant_raw wastewater,2023-04-27,2023-04-27,2023-04-27,1,2.194798291295455,2.194798291295455,,2,sampling,0.8167,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly appears to be an isolated spike with no significant environmental or clinical support, as indicated by the lack of rainfall and a decrease in clinical admissions. | The event is an isolated spike with a z-score of 2.1948. There is no rainfall or high flow. Hospital admissions are decreasing during the period. There are no nearby sites showing a similar pattern.","[""Peak z-score of 2.1948 indicates an isolated spike."", ""No significant rainfall (0.0 mm) or high flow (>90th percentile) during the event."", ""Isolated spike candidate is true."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.884)."", ""Hospital admissions show a decreasing trend (-30.3%)."", ""No nearby sites with similar trends."", ""Peak z-score of 2.1948 indicates a minor signal"", ""No significant rainfall or flow perturbation""]","[""No clinical follow-up data indicating a rise in hospitalizations."", ""No nearby sites showing similar trends."", ""Limited nearby site context"", ""No detailed weather data available""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.85]",sampling
EVT-00173,NWSS_wi_231_Treatment plant_raw wastewater,2023-07-16,2023-07-16,2023-07-16,1,1.9879332434283072,1.9879332434283072,,2,uncertain,0.65,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event is an isolated spike with a z-score of 1.9879. There is no significant rainfall or high flow. The hospitalization trend is stable with a change of 11.2%, which is not a meaningful rise. There are no nearby sites showing a similar trend, and no major variant shift is occurring. | Isolated wastewater signal with minimal clinical or environmental support","[""Peak z-score is 1.9879."", ""No significant rainfall (0.0mm) or high flow (5.4th percentile)."", ""Hospitalization trend is stable with a change of 11.2%."", ""Z-score of 1.9879 indicates a mild signal"", ""No significant rainfall or flow perturbation"", ""Hospitalization trend is stable with minimal change"", ""No regional site corroboration""]","[""Limited weather data"", ""No nearby site comparisons"", ""Incomplete variant tracking details""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.6]",sampling
EVT-00174,NWSS_wi_231_Treatment plant_raw wastewater,2023-07-22,2023-07-23,2023-07-22,2,1.0242401150250922,0.544154633387728,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased from a mean of 10.8 to 13.9, a 28.9% change) without any significant environmental perturbation (no rainfall and low flow). | Hospital admissions increased by 29.3% within 14 days of the anomaly, with no significant rainfall or high flow to explain the increase. The derived assessment also flags this as an epidemic candidate.","[""Clinical follow-up increased from a mean of 10.8 to 13.9, a 28.9% change."", ""No significant environmental perturbation (0.0mm rainfall and flow at 0.133 percentile)."", ""Hospital admissions increased by 29.3% within 14 days of the anomaly."", ""No significant rainfall (0mm) or high flow (max percentile 0.133) was observed."", ""Hospitalization 7-day average increased from 10.0 to 16.1 (29.3% rise)"", ""No significant rainfall or high flow events during the period"", ""Wastewater signal shows modest but consistent increase (3.7% local change)""]","[""No nearby site comparisons available"", ""Limited variant diversity information""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00175,NWSS_wi_231_Treatment plant_raw wastewater,2023-07-27,2023-07-27,2023-07-27,1,1.9459183218794085,1.9459183218794085,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical admissions (40.4% increase) following the anomaly, with no significant environmental perturbation (0mm rainfall, low flow). | The hospitalization data shows a clear increasing trend (51.3% increase) during the event window. There is no significant rainfall or high flow to suggest an environmental cause. The derived assessment also flags this as an epidemic candidate.","[""Clinical post-mean admissions increased from 12.2857 to 17.25."", ""No significant rainfall or high flow during the anomaly period."", ""Hospital admissions show an increasing trend (51.3%) during the event window."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.114) is present."", ""Hospitalization 7-day average increased from 11.1 to 19.0 (51.3% rise)"", ""No significant rainfall or flow anomalies"", ""Consistent wastewater signal with clinical trend""]","[""No nearby wastewater sites to confirm regional patterns."", ""No specific variant shift noted during the period."", ""No nearby site corroboration"", ""Limited variant diversity information""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00176,NWSS_wi_231_Treatment plant_raw wastewater,2023-09-11,2023-09-13,2023-09-11,3,2.2560404109646663,1.7092044321759443,,3,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (hospitalizations increased from a mean of 29.3 to 38.7, a 32% change) without any significant environmental perturbation (0mm rainfall, low flow). | The wastewater signal shows a peak with a z-score of 2.256. There was no significant rainfall or high flow during the event. Hospital admissions in Wisconsin increased by 42.5% during the period, supporting an epidemic signal.","[""Clinical follow-up shows a rise in hospitalizations from a mean of 29.3 to 38.7."", ""No significant environmental perturbation (0mm rainfall, flow at 12.9 percentile)."", ""Peak z-score of 2.256."", ""No significant rainfall or high flow."", ""Hospital admissions increased by 42.5%."", ""Hospitalization 7-day average increased from 31.0 to 46.1 (42.5% rise)"", ""Wastewater signal shows modest 4.03% concentration increase"", ""No significant rainfall or flow perturbations""]","[""No nearby wastewater sites to confirm regional patterns."", ""No major variant transition noted."", ""No nearby site corroboration"", ""Limited variant diversity information""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00177,NWSS_wi_231_Treatment plant_raw wastewater,2023-11-06,2023-11-06,2023-11-06,1,2.3625103609120472,2.3625103609120472,,3,epidemic,0.825,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a corresponding increase in state-level hospital admissions (27.5% increase). There is no significant rainfall or high flow to suggest an environmental cause. A variant shift from EG.5 to HV.1 also occurred during the period. | Strong clinical rise with variant transition during COVID period,"[""Peak z-score of 2.3625, flagged as an isolated spike candidate."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.593)."", ""State-level hospital admissions increased by 27.5% during the period."", ""Variant shift from EG.5 to HV.1 occurred."", ""Hospitalization 7-day average increased from 46.1 to 60.8 (+31.8%)"", ""Variant shift from EG.5 to HV.1 on 2023-10-22"", ""Wastewater signal shows isolated spike with 6.07% local concentration change""]","[""Hospitalization data is only available at the state level, not the site level."", ""No nearby sites to assess regional trends."", ""No nearby site corroboration"", ""Limited weather/environmental data""]","[""uncertain"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.85]",epidemic
EVT-00178,NWSS_wi_231_Treatment plant_raw wastewater,2024-01-29,2024-01-29,2024-01-29,1,1.7819398262035049,1.7819398262035049,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a peak in wastewater concentration but lacks a corresponding rise in clinical follow-up or significant environmental perturbation. The hospitalization trend is stable with no significant increase, and there is no regional pattern or variant shift noted. | The wastewater signal shows a small increase, but the clinical data (state-level) is relatively stable. There is no significant rainfall or high flow. The variant data shows JN.1 is dominant. The derived assessment does not support any specific label.","[""Peak wastewater concentration on 2024-01-29 with a z-score of 1.7819."", ""Hospitalization data shows stable admissions with no significant rise during the anomaly period."", ""Peak z-score is 1.7819."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.326)."", ""State-level hospitalization trend is stable (0.2% change).""]","[""No clinical follow-up rise observed."", ""No significant environmental events reported."", ""Clinical data is only available at the state level, not the site level."", ""No variant data at the site level.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
EVT-00179,NWSS_wi_231_Treatment plant_raw wastewater,2024-04-22,2024-04-22,2024-04-22,1,0.6880611831898172,0.6880611831898172,,2,environmental,0.725,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event occurred during a period of high flow (95th percentile or higher). There was no significant rainfall. Hospitalizations were stable. Therefore, the anomaly is likely due to environmental factors. | High flow event with water discharge percentiles consistently above 0.95, indicating significant hydrology disturbance","[""Flow percentile was above 95th percentile during the event."", ""No significant rainfall was observed during the event."", ""Hospital admission trend was stable."", ""Discharge percentiles at 0.956, 0.948, and 0.952 (all >90th percentile)"", ""No significant rainfall (0.0mm over 3 days)"", ""No substantial clinical admission rise""]","[""Missing temperature data"", ""No nearby site comparisons available""]","[""uncertain"", ""environmental"", ""environmental""]","[0.5, 0.7, 0.75]",environmental
EVT-00180,NWSS_wi_231_Treatment plant_raw wastewater,2024-07-18,2024-07-18,2024-07-18,1,2.0892965082661377,2.0892965082661377,,3,sampling,0.9,llm_silver_consensus,silver,disagreement,0.5,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,2,The event shows an isolated spike in wastewater concentration with no significant clinical follow-up data or environmental perturbation to support an epidemic or mixed label. The peak concentration is notable but lacks corroborating clinical evidence.,"[""Peak concentration of 21.8686 with a local change of 15.8% compared to context."", ""No significant rainfall (0.8mm) or clinical rise in hospitalization data.""]","[""Lack of clinical follow-up data to assess hospitalization changes."", ""No nearby sites showing similar trends.""]","[""sampling"", ""environmental"", ""uncertain""]","[0.9, 0.7, 0.0]",uncertain
EVT-00181,NWSS_wi_231_Treatment plant_raw wastewater,2024-09-19,2024-09-19,2024-09-19,1,2.104869738583835,2.104869738583835,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation (0mm rainfall, low flow percentiles) and no clinical follow-up data indicating a rise in hospitalizations. | The event is an isolated spike with a z-score of 2.1049. There is no rainfall, low flow, no hospitalization data, no variant shift, and no nearby sites showing similar trends.","[""Peak z-score of 2.1049 indicates a significant spike in concentration."", ""No rainfall or significant flow changes during the event period."", ""Isolated spike candidate is true."", ""No significant rainfall."", ""Low flow percentile (max 0.107)."", ""No hospitalization data available."", ""No variant shift detected."", ""No nearby sites with similar trends.""]","[""Lack of clinical hospitalization data to confirm any health impact."", ""No nearby sites to compare for regional patterns."", ""Hospitalization data is missing."", ""Missing hospitalization data"", ""No temperature data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
